LocalTimestamp,DataReliability,PacketNumber,PG
1758101967.3859231,100,63390,5244
1758101967.425923,100,63390,5231
1758101967.465923,100,63406,5209
1758101967.505923,100,63406,5195
1758101967.5459232,100,63406,5200
1758101967.5859232,100,63421,5211
1758101967.6259232,100,63421,5221
1758101967.665923,100,63437,5230
1758101967.705923,100,63437,5255
1758101967.745923,100,63437,5258
1758101967.785923,100,63455,5295
1758101967.8259232,100,63455,5285
1758101967.8659232,100,63473,5260
1758101967.9059231,100,63473,5240
1758101967.945923,100,63473,5237
1758101967.985923,100,63488,5241
1758101968.025923,100,63488,5250
1758101968.0659232,100,63488,5253
1758101968.1059232,100,63505,5268
1758101968.1459231,100,63505,5281
1758101968.185923,100,63524,5294
1758101968.225923,100,63524,5286
1758101968.265923,100,63524,5284
1758101968.3059232,100,63540,5283
1758101968.3459232,100,63540,5270
1758101968.3859231,100,63557,5258
1758101968.425923,100,63557,5241
1758101968.465923,100,63557,5248
1758101968.505923,100,63572,5249
1758101968.5459232,100,63572,5256
1758101968.5859232,100,63589,5268
1758101968.6259232,100,63589,5279
1758101968.665923,100,63589,5289
1758101968.705923,100,63606,5276
1758101968.745923,100,63606,5266
1758101968.785923,100,63625,5241
1758101968.8259232,100,63625,5249
1758101968.8659232,100,63625,5249
1758101968.9059231,100,63639,5249
1758101968.945923,100,63639,5258
1758101968.985923,100,63660,5255
1758101969.025923,100,63660,5258
1758101969.0659232,100,63660,5268
1758101969.1059232,100,63677,5271
1758101969.1459231,100,63677,5275
1758101969.185923,100,63694,5269
1758101969.225923,100,63694,5263
1758101969.265923,100,63694,5270
1758101969.3059232,100,63708,5287
1758101969.3459232,100,63708,5295
1758101969.3859231,100,63726,5320
1758101969.425923,100,63726,5323
1758101969.465923,100,63726,5331
1758101969.505923,100,63742,5337
1758101969.5459232,100,63742,5322
1758101969.5859232,100,63742,5307
1758101969.6259232,100,63759,5315
1758101969.665923,100,63759,5302
1758101969.705923,100,63774,5321
1758101969.745923,100,63774,5326
1758101969.785923,100,63793,5328
1758101969.8259232,100,63793,5352
1758101969.8659232,100,63793,5351
1758101969.9059231,100,63809,5351
1758101969.945923,100,63809,5356
1758101969.985923,100,63826,5320
1758101970.025923,100,63826,5295
1758101970.0659232,100,63826,5282
1758101970.1059232,100,63841,5274
1758101970.1459231,100,63841,5279
1758101970.185923,100,63858,5301
1758101970.225923,100,63858,5298
1758101970.265923,100,63858,5311
1758101970.3059232,100,63876,5329
1758101970.3459232,100,63876,5339
1758101970.3859231,100,63876,5318
1758101970.425923,100,63894,5311
1758101970.465923,100,63894,5288
1758101970.505923,100,63911,5291
1758101970.5459232,100,63911,5274
1758101970.5859232,100,63911,5282
1758101970.6259232,100,63927,5295
1758101970.665923,100,63927,5321
1758101970.705923,100,63944,5334
1758101970.745923,100,63944,5360
1758101970.785923,100,63944,5364
1758101970.8259232,100,63961,5368
1758101970.8659232,100,63961,5358
1758101970.9059231,100,63977,5365
1758101970.945923,100,63977,5365
1758101970.985923,100,63977,5354
1758101971.025923,100,63995,5358
1758101971.0659232,100,63995,5362
1758101971.1059232,100,64011,5377
1758101971.1459231,100,64011,5393
1758101971.185923,100,64011,5406
1758101971.225923,100,64028,5399
1758101971.265923,100,64028,5373
1758101971.3059232,100,64044,5353
1758101971.3459232,100,64044,5356
1758101971.3859231,100,64044,5359
1758101971.425923,100,64067,5368
1758101971.465923,100,64067,5389
1758101971.505923,100,64067,5396
1758101971.5459232,100,64067,5389
1758101971.5859232,100,64083,5378
1758101971.6259232,100,64083,5366
1758101971.665923,100,64099,5352
1758101971.705923,100,64099,5350
1758101971.745923,100,64099,5339
1758101971.785923,100,64116,5351
1758101971.8259232,100,64116,5353
1758101971.8659232,100,64135,5363
1758101971.9059231,100,64135,5379
1758101971.945923,100,64135,5394
1758101971.985923,100,64150,5401
1758101972.025923,100,64150,5381
1758101972.0659232,100,64167,5368
1758101972.1059232,100,64167,5346
1758101972.1459231,100,64167,5330
1758101972.185923,100,64183,5325
1758101972.225923,100,64183,5323
1758101972.265923,100,64200,5343
1758101972.3059232,100,64200,5368
1758101972.3459232,100,64200,5391
1758101972.3859231,100,64217,5406
1758101972.425923,100,64217,5422
1758101972.465923,100,64217,5402
1758101972.505923,100,64232,5380
1758101972.5459232,100,64232,5364
1758101972.5859232,100,64248,5334
1758101972.6259232,100,64248,5348
1758101972.665923,100,64248,5363
1758101972.705923,100,64266,5385
1758101972.745923,100,64266,5383
1758101972.785923,100,64282,5409
1758101972.8259232,100,64282,5422
1758101972.8659232,100,64282,5390
1758101972.9059231,100,64299,5384
1758101972.945923,100,64299,5358
1758101972.985923,100,64315,5361
1758101973.025923,100,64315,5362
1758101973.0659232,100,64315,5349
1758101973.1059232,100,64333,5362
1758101973.1459231,100,64333,5373
1758101973.185923,100,64351,5370
1758101973.225923,100,64351,5383
1758101973.265923,100,64351,5367
1758101973.3059232,100,64366,5359
1758101973.3459232,100,64366,5327
1758101973.3859231,100,64383,5327
1758101973.425923,100,64383,5333
1758101973.465923,100,64383,5335
1758101973.505923,100,64400,5350
1758101973.5459232,100,64400,5353
1758101973.5859232,100,64416,5370
1758101973.6259232,100,64416,5347
1758101973.665923,100,64416,5362
1758101973.705923,100,64433,5350
1758101973.745923,100,64433,5344
1758101973.785923,100,64433,5334
1758101973.8259232,100,64450,5354
1758101973.8659232,100,64450,5369
1758101973.9059231,100,64467,5360
1758101973.945923,100,64467,5379
1758101973.985923,100,64467,5378
1758101974.025923,100,64483,5402
1758101974.0659232,100,64483,5397
1758101974.1059232,100,64500,5362
1758101974.1459231,100,64500,5333
1758101974.185923,100,64500,5327
1758101974.225923,100,64515,5328
1758101974.265923,100,64515,5328
1758101974.3059232,100,64532,5354
1758101974.3459232,100,64532,5348
1758101974.3859231,100,64532,5350
1758101974.425923,100,64551,5350
1758101974.465923,100,64551,5334
1758101974.505923,100,64568,5329
1758101974.5459232,100,64568,5301
1758101974.5859232,100,64568,5291
1758101974.6259232,100,64584,5278
1758101974.665923,100,64584,5261
1758101974.705923,100,64602,5269
1758101974.745923,100,64602,5277
1758101974.785923,100,64602,5284
1758101974.8259232,100,64618,5311
1758101974.8659232,100,64618,5328
1758101974.9059231,100,64635,5329
1758101974.945923,100,64635,5289
1758101974.985923,100,64635,5269
1758101975.025923,100,64650,5265
1758101975.0659232,100,64650,5264
1758101975.1059232,100,64650,5267
1758101975.1459231,100,64667,5295
1758101975.185923,100,64667,5323
1758101975.225923,100,64683,5332
1758101975.265923,100,64683,5364
1758101975.3059232,100,64683,5365
1758101975.3459232,100,64700,5351
1758101975.3859231,100,64700,5330
1758101975.425923,100,64715,5316
1758101975.465923,100,64715,5301
1758101975.505923,100,64715,5309
1758101975.5459232,100,64732,5319
1758101975.5859232,100,64732,5325
1758101975.6259232,100,64748,5340
1758101975.665923,100,64748,5349
1758101975.705923,100,64748,5363
1758101975.745923,100,64766,5334
1758101975.785923,100,64766,5309
1758101975.8259232,100,64782,5304
1758101975.8659232,100,64782,5296
1758101975.9059231,100,64782,5293
1758101975.945923,100,64799,5296
1758101975.985923,100,64799,5315
1758101976.025923,100,64816,5314
1758101976.0659232,100,64816,5318
1758101976.1059232,100,64816,5307
1758101976.1459231,100,64833,5299
1758101976.185923,100,64833,5267
1758101976.225923,100,64848,5241
1758101976.265923,100,64848,5232
1758101976.3059232,100,64848,5223
1758101976.3459232,100,64864,5235
1758101976.3859231,100,64864,5258
1758101976.425923,100,64881,5276
1758101976.465923,100,64881,5272
1758101976.505923,100,64881,5292
1758101976.5459232,100,64899,5268
1758101976.5859232,100,64899,5258
1758101976.6259232,100,64899,5227
1758101976.665923,100,64916,5224
1758101976.705923,100,64916,5228
1758101976.745923,100,64916,5251
1758101976.785923,100,64933,5267
1758101976.8259232,100,64933,5296
1758101976.8659232,100,64947,5301
1758101976.9059231,100,64947,5320
1758101976.945923,100,64947,5300
1758101976.985923,100,64964,5263
1758101977.025923,100,64964,5265
1758101977.0659232,100,64964,5254
1758101977.1059232,100,64981,5265
1758101977.1459231,100,64981,5288
1758101977.185923,100,64998,5291
1758101977.225923,100,64998,5322
1758101977.265923,100,64998,5318
1758101977.3059232,100,65014,5335
1758101977.3459232,100,65014,5335
1758101977.3859231,100,65032,5313
1758101977.425923,100,65032,5273
1758101977.465923,100,65032,5247
1758101977.505923,100,65048,5228
1758101977.5459232,100,65048,5223
1758101977.5859232,100,65065,5246
1758101977.6259232,100,65065,5244
1758101977.665923,100,65065,5249
1758101977.705923,100,65082,5240
1758101977.745923,100,65082,5243
1758101977.785923,100,65099,5206
1758101977.8259232,100,65099,5187
1758101977.8659232,100,65099,5186
1758101977.9059231,100,65115,5183
1758101977.945923,100,65115,5196
1758101977.985923,100,65132,5198
1758101978.025923,100,65132,5202
1758101978.0659232,100,65132,5231
1758101978.1059232,100,65147,5260
1758101978.1459231,100,65147,5288
1758101978.185923,100,65164,5279
1758101978.225923,100,65164,5271
1758101978.265923,100,65164,5243
1758101978.3059232,100,65180,5226
1758101978.3459232,100,65180,5234
1758101978.3859231,100,65198,5238
1758101978.425923,100,65198,5258
1758101978.465923,100,65198,5268
1758101978.505923,100,65213,5261
1758101978.5459232,100,65213,5276
1758101978.5859232,100,65229,5274
1758101978.6259232,100,65229,5260
1758101978.665923,100,65229,5236
1758101978.705923,100,65246,5209
1758101978.745923,100,65246,5194
1758101978.785923,100,65267,5202
1758101978.8259232,100,65267,5206
1758101978.8659232,100,65267,5195
1758101978.9059231,100,65283,5202
1758101978.945923,100,65283,5202
1758101978.985923,100,65299,5202
1758101979.025923,100,65299,5156
1758101979.0659232,100,65299,5129
1758101979.1059232,100,65315,5110
1758101979.1459231,100,65315,5107
1758101979.185923,100,65332,5114
1758101979.225923,100,65332,5119
1758101979.265923,100,65332,5132
1758101979.3059232,100,65348,5145
1758101979.3459232,100,65348,5165
1758101979.3859231,100,65348,5181
1758101979.425923,100,65364,5152
1758101979.465923,100,65364,5125
1758101979.505923,100,65380,5100
1758101979.5459232,100,65380,5104
1758101979.5859232,100,65380,5134
1758101979.6259232,100,65397,5162
1758101979.665923,100,65397,5188
1758101979.705923,100,65414,5205
1758101979.745923,100,65414,5231
1758101979.785923,100,65414,5233
1758101979.8259232,100,65431,5196
1758101979.8659232,100,65431,5172
1758101979.9059231,100,65447,5149
1758101979.945923,100,65447,5143
1758101979.985923,100,65447,5149
1758101980.025923,100,65465,5158
1758101980.0659232,100,65465,5184
1758101980.1059232,100,65481,5189
1758101980.1459231,100,65481,5223
1758101980.185923,100,65481,5231
1758101980.225923,100,65496,5195
1758101980.265923,100,65496,5162
1758101980.3059232,100,65514,5136
1758101980.3459232,100,65514,5124
1758101980.3859231,100,65514,5122
1758101980.425923,100,65532,5126
1758101980.465923,100,65532,5135
1758101980.505923,100,12,5173
1758101980.5459232,100,12,5165
1758101980.5859232,100,12,5196
1758101980.6259232,100,27,5173
1758101980.665923,100,27,5141
1758101980.705923,100,27,5117
1758101980.745923,100,44,5098
1758101980.785923,100,44,5110
1758101980.8259232,100,61,5133
1758101980.8659232,100,61,5155
1758101980.9059231,100,61,5175
1758101980.945923,100,77,5205
1758101980.985923,100,77,5207
1758101981.025923,100,94,5197
1758101981.0659232,100,94,5158
1758101981.1059232,100,94,5151
1758101981.1459231,100,111,5137
1758101981.185923,100,111,5150
1758101981.225923,100,130,5170
1758101981.265923,100,130,5192
1758101981.3059232,100,130,5217
1758101981.3459232,100,147,5254
1758101981.3859231,100,147,5270
1758101981.425923,100,164,5255
1758101981.465923,100,164,5207
1758101981.505923,100,164,5188
1758101981.5459232,100,178,5179
1758101981.5859232,100,178,5191
1758101981.6259232,100,202,5210
1758101981.665923,100,202,5236
1758101981.705923,100,202,5245
1758101981.745923,100,219,5251
1758101981.785923,100,219,5263
1758101981.8259232,100,219,5261
1758101981.8659232,100,238,5241
1758101981.9059231,100,238,5230
1758101981.945923,100,252,5185
1758101981.985923,100,252,5204
1758101982.025923,100,252,5205
1758101982.0659232,100,270,5228
1758101982.1059232,100,270,5234
1758101982.1459231,100,286,5236
1758101982.185923,100,286,5244
1758101982.225923,100,286,5233
1758101982.265923,100,303,5205
1758101982.3059232,100,303,5182
1758101982.3459232,100,318,5189
1758101982.3859231,100,318,5191
1758101982.425923,100,318,5202
1758101982.465923,100,335,5225
1758101982.505923,100,335,5232
1758101982.5459232,100,351,5260
1758101982.5859232,100,351,5270
1758101982.6259232,100,351,5276
1758101982.665923,100,370,5240
1758101982.705923,100,370,5218
1758101982.745923,100,386,5214
1758101982.785923,100,386,5236
1758101982.8259232,100,386,5240
1758101982.8659232,100,402,5272
1758101982.9059231,100,402,5273
1758101982.945923,100,418,5303
1758101982.985923,100,418,5298
1758101983.025923,100,418,5292
1758101983.0659232,100,436,5275
1758101983.1059232,100,436,5237
1758101983.1459231,100,452,5238
1758101983.185923,100,452,5234
1758101983.225923,100,452,5247
1758101983.265923,100,467,5259
1758101983.3059232,100,467,5289
1758101983.3459232,100,467,5303
1758101983.3859231,100,484,5324
1758101983.425923,100,484,5341
1758101983.465923,100,503,5289
1758101983.505923,100,503,5278
1758101983.5459232,100,503,5257
1758101983.5859232,100,519,5262
1758101983.6259232,100,519,5276
1758101983.665923,100,535,5277
1758101983.705923,100,535,5295
1758101983.745923,100,535,5316
1758101983.785923,100,553,5333
1758101983.8259232,100,553,5340
1758101983.8659232,100,572,5299
1758101983.9059231,100,572,5277
1758101983.945923,100,572,5282
1758101983.985923,100,588,5279
1758101984.025923,100,588,5283
1758101984.0659232,100,604,5313
1758101984.1059232,100,604,5333
1758101984.1459231,100,604,5340
1758101984.185923,100,620,5343
1758101984.225923,100,620,5347
1758101984.265923,100,637,5327
1758101984.3059232,100,637,5311
1758101984.3459232,100,637,5313
1758101984.3859231,100,654,5317
1758101984.425923,100,654,5336
1758101984.465923,100,669,5356
1758101984.505923,100,669,5372
1758101984.5459232,100,669,5384
1758101984.5859232,100,685,5379
1758101984.6259232,100,685,5369
1758101984.665923,100,685,5344
1758101984.705923,100,703,5315
1758101984.745923,100,703,5301
1758101984.785923,100,719,5316
1758101984.8259232,100,719,5342
1758101984.8659232,100,719,5371
1758101984.9059231,100,734,5378
1758101984.945923,100,734,5382
1758101984.985923,100,752,5407
1758101985.025923,100,752,5409
1758101985.0659232,100,752,5378
1758101985.1059232,100,770,5340
1758101985.1459231,100,770,5332
1758101985.185923,100,786,5313
1758101985.225923,100,786,5317
1758101985.265923,100,786,5328
1758101985.3059232,100,802,5349
1758101985.3459232,100,802,5359
1758101985.3859231,100,818,5358
1758101985.425923,100,818,5365
1758101985.465923,100,818,5359
1758101985.505923,100,837,5353
1758101985.5459232,100,837,5341
1758101985.5859232,100,853,5339
1758101985.6259232,100,853,5350
1758101985.665923,100,853,5365
1758101985.705923,100,871,5376
1758101985.745923,100,871,5389
1758101985.785923,100,885,5409
1758101985.8259232,100,885,5409
1758101985.8659232,100,885,5391
1758101985.9059231,100,902,5372
1758101985.945923,100,902,5381
1758101985.985923,100,919,5393
1758101986.025923,100,919,5403
1758101986.0659232,100,919,5418
1758101986.1059232,100,938,5427
1758101986.1459231,100,938,5432
1758101986.185923,100,952,5446
1758101986.225923,100,952,5431
1758101986.265923,100,952,5415
1758101986.3059232,100,969,5399
1758101986.3459232,100,969,5395
1758101986.3859231,100,986,5402
1758101986.425923,100,986,5415
1758101986.465923,100,986,5403
1758101986.505923,100,1005,5429
1758101986.5459232,100,1005,5440
1758101986.5859232,100,1019,5431
1758101986.6259232,100,1019,5428
1758101986.665923,100,1019,5399
1758101986.705923,100,1042,5387
1758101986.745923,100,1042,5357
1758101986.785923,100,1058,5364
1758101986.8259232,100,1058,5378
1758101986.8659232,100,1058,5386
1758101986.9059231,100,1075,5415
1758101986.945923,100,1075,5429
1758101986.985923,100,1075,5433
1758101987.025923,100,1090,5442
1758101987.0659232,100,1090,5428
1758101987.1059232,100,1107,5413
1758101987.1459231,100,1107,5397
1758101987.185923,100,1107,5387
1758101987.225923,100,1123,5420
1758101987.265923,100,1123,5425
1758101987.3059232,100,1140,5453
1758101987.3459232,100,1140,5467
1758101987.3859231,100,1140,5467
1758101987.425923,100,1158,5465
1758101987.465923,100,1158,5447
1758101987.505923,100,1174,5433
1758101987.5459232,100,1174,5426
1758101987.5859232,100,1174,5424
1758101987.6259232,100,1190,5440
1758101987.665923,100,1190,5437
1758101987.705923,100,1208,5453
1758101987.745923,100,1208,5472
1758101987.785923,100,1208,5474
1758101987.8259232,100,1223,5473
1758101987.8659232,100,1223,5440
1758101987.9059231,100,1241,5415
1758101987.945923,100,1241,5396
1758101987.985923,100,1241,5405
1758101988.025923,100,1258,5401
1758101988.0659232,100,1258,5410
1758101988.1059232,100,1275,5414
1758101988.1459231,100,1275,5417
1758101988.185923,100,1275,5417
1758101988.225923,100,1291,5392
1758101988.265923,100,1291,5380
1758101988.3059232,100,1307,5363
1758101988.3459232,100,1307,5381
1758101988.3859231,100,1307,5386
1758101988.425923,100,1323,5395
1758101988.465923,100,1323,5415
1758101988.505923,100,1323,5430
1758101988.5459232,100,1340,5432
1758101988.5859232,100,1340,5441
1758101988.6259232,100,1356,5430
1758101988.665923,100,1356,5399
1758101988.705923,100,1356,5392
1758101988.745923,100,1374,5395
1758101988.785923,100,1374,5399
1758101988.8259232,100,1390,5427
1758101988.8659232,100,1390,5434
1758101988.9059231,100,1390,5412
1758101988.945923,100,1407,5437
1758101988.985923,100,1407,5444
1758101989.025923,100,1424,5442
1758101989.0659232,100,1424,5419
1758101989.1059232,100,1424,5402
1758101989.1459231,100,1439,5397
1758101989.185923,100,1439,5409
1758101989.225923,100,1457,5414
1758101989.265923,100,1457,5421
1758101989.3059232,100,1457,5421
1758101989.3459232,100,1475,5430
1758101989.3859231,100,1475,5423
1758101989.425923,100,1491,5394
1758101989.465923,100,1491,5358
1758101989.505923,100,1491,5347
1758101989.5459232,100,1506,5347
1758101989.5859232,100,1506,5358
1758101989.6259232,100,1522,5374
1758101989.665923,100,1522,5365
1758101989.705923,100,1522,5376
1758101989.745923,100,1540,5386
1758101989.785923,100,1540,5373
1758101989.8259232,100,1540,5370
1758101989.8659232,100,1556,5360
1758101989.9059231,100,1556,5357
1758101989.945923,100,1556,5346
1758101989.985923,100,1576,5369
1758101990.025923,100,1576,5387
1758101990.0659232,100,1576,5412
1758101990.1059232,100,1592,5421
1758101990.1459231,100,1592,5432
1758101990.185923,100,1607,5429
1758101990.225923,100,1607,5420
1758101990.265923,100,1607,5415
1758101990.3059232,100,1623,5410
1758101990.3459232,100,1623,5414
1758101990.3859231,100,1641,5406
1758101990.425923,100,1641,5446
1758101990.465923,100,1641,5455
1758101990.505923,100,1657,5475
1758101990.5459232,100,1657,5477
1758101990.5859232,100,1674,5466
1758101990.6259232,100,1674,5439
1758101990.665923,100,1674,5431
1758101990.705923,100,1691,5424
1758101990.745923,100,1691,5439
1758101990.785923,100,1710,5457
1758101990.8259232,100,1710,5471
1758101990.8659232,100,1710,5479
1758101990.9059231,100,1726,5491
1758101990.945923,100,1726,5468
1758101990.985923,100,1742,5450
1758101991.025923,100,1742,5432
1758101991.0659232,100,1742,5425
1758101991.1059232,100,1758,5420
1758101991.1459231,100,1758,5423
1758101991.185923,100,1758,5424
1758101991.225923,100,1777,5425
1758101991.265923,100,1777,5430
1758101991.3059232,100,1793,5448
1758101991.3459232,100,1793,5463
1758101991.3859231,100,1793,5466
1758101991.425923,100,1809,5438
1758101991.465923,100,1809,5439
1758101991.505923,100,1827,5438
1758101991.5459232,100,1827,5440
1758101991.5859232,100,1827,5480
1758101991.6259232,100,1844,5473
1758101991.665923,100,1844,5491
1758101991.705923,100,1861,5491
1758101991.745923,100,1861,5500
1758101991.785923,100,1861,5489
1758101991.8259232,100,1882,5495
1758101991.8659232,100,1882,5491
1758101991.9059231,100,1897,5488
1758101991.945923,100,1897,5494
1758101991.985923,100,1897,5519
1758101992.025923,100,1915,5518
1758101992.0659232,100,1915,5524
1758101992.1059232,100,1931,5555
1758101992.1459231,100,1931,5533
1758101992.185923,100,1931,5523
1758101992.225923,100,1948,5511
1758101992.265923,100,1948,5506
1758101992.3059232,100,1965,5519
1758101992.3459232,100,1965,5537
1758101992.3859231,100,1965,5532
1758101992.425923,100,1982,5540
1758101992.465923,100,1982,5532
1758101992.505923,100,1982,5523
1758101992.5459232,100,1998,5525
1758101992.5859232,100,1998,5514
1758101992.6259232,100,2015,5508
1758101992.665923,100,2015,5500
1758101992.705923,100,2015,5515
1758101992.745923,100,2032,5513
1758101992.785923,100,2032,5517
1758101992.8259232,100,2049,5541
1758101992.8659232,100,2049,5542
1758101992.9059231,100,2049,5555
1758101992.945923,100,2065,5548
1758101992.985923,100,2065,5528
1758101993.025923,100,2083,5547
1758101993.0659232,100,2083,5553
1758101993.1059232,100,2083,5551
1758101993.1459231,100,2097,5563
1758101993.185923,100,2097,5572
1758101993.225923,100,2114,5578
1758101993.265923,100,2114,5587
1758101993.3059232,100,2114,5581
1758101993.3459232,100,2131,5585
1758101993.3859231,100,2131,5580
1758101993.425923,100,2148,5582
1758101993.465923,100,2148,5567
1758101993.505923,100,2148,5598
1758101993.5459232,100,2162,5617
1758101993.5859232,100,2162,5614
1758101993.6259232,100,2179,5631
1758101993.665923,100,2179,5633
1758101993.705923,100,2179,5629
1758101993.745923,100,2198,5608
1758101993.785923,100,2198,5595
1758101993.8259232,100,2215,5605
1758101993.8659232,100,2215,5601
1758101993.9059231,100,2215,5605
1758101993.945923,100,2229,5609
1758101993.985923,100,2229,5615
1758101994.025923,100,2247,5632
1758101994.0659232,100,2247,5640
1758101994.1059232,100,2247,5618
1758101994.1459231,100,2263,5586
1758101994.185923,100,2263,5575
1758101994.225923,100,2280,5574
1758101994.265923,100,2280,5564
1758101994.3059232,100,2280,5576
1758101994.3459232,100,2296,5592
1758101994.3859231,100,2296,5608
1758101994.425923,100,2312,5620
1758101994.465923,100,2312,5607
1758101994.505923,100,2312,5592
1758101994.5459232,100,2328,5570
1758101994.5859232,100,2328,5574
1758101994.6259232,100,2346,5578
1758101994.665923,100,2346,5588
1758101994.705923,100,2346,5594
1758101994.745923,100,2364,5600
1758101994.785923,100,2364,5615
1758101994.8259232,100,2364,5614
1758101994.8659232,100,2379,5612
1758101994.9059231,100,2379,5623
1758101994.945923,100,2395,5630
1758101994.985923,100,2395,5626
1758101995.025923,100,2395,5629
1758101995.0659232,100,2413,5643
1758101995.1059232,100,2413,5658
1758101995.1459231,100,2429,5666
1758101995.185923,100,2429,5667
1758101995.225923,100,2429,5675
1758101995.265923,100,2444,5672
1758101995.3059232,100,2444,5683
1758101995.3459232,100,2461,5680
1758101995.3859231,100,2461,5684
1758101995.425923,100,2461,5691
1758101995.465923,100,2478,5680
1758101995.505923,100,2478,5693
1758101995.5459232,100,2494,5691
1758101995.5859232,100,2494,5699
1758101995.6259232,100,2494,5708
1758101995.665923,100,2510,5705
1758101995.705923,100,2510,5684
1758101995.745923,100,2526,5678
1758101995.785923,100,2526,5674
1758101995.8259232,100,2526,5685
1758101995.8659232,100,2545,5703
1758101995.9059231,100,2545,5707
1758101995.945923,100,2561,5708
1758101995.985923,100,2561,5729
1758101996.025923,100,2561,5727
1758101996.0659232,100,2577,5712
1758101996.1059232,100,2577,5705
1758101996.1459231,100,2593,5696
1758101996.185923,100,2593,5693
1758101996.225923,100,2593,5714
1758101996.265923,100,2610,5702
1758101996.3059232,100,2610,5719
1758101996.3459232,100,2610,5728
1758101996.3859231,100,2627,5733
1758101996.425923,100,2627,5747
1758101996.465923,100,2643,5734
1758101996.505923,100,2643,5731
1758101996.5459232,100,2643,5743
1758101996.5859232,100,2658,5724
1758101996.6259232,100,2658,5731
1758101996.665923,100,2676,5737
1758101996.705923,100,2676,5730
1758101996.745923,100,2676,5741
1758101996.785923,100,2692,5740
1758101996.8259232,100,2692,5738
1758101996.8659232,100,2716,5740
1758101996.9059231,100,2716,5723
1758101996.945923,100,2716,5709
1758101996.985923,100,2732,5706
1758101997.025923,100,2732,5702
1758101997.0659232,100,2732,5702
1758101997.1059232,100,2748,5727
1758101997.1459231,100,2748,5726
1758101997.185923,100,2748,5725
1758101997.225923,100,2764,5727
1758101997.265923,100,2764,5704
1758101997.3059232,100,2782,5682
1758101997.3459232,100,2782,5651
1758101997.3859231,100,2782,5642
1758101997.425923,100,2798,5651
1758101997.465923,100,2798,5664
1758101997.505923,100,2813,5660
1758101997.5459232,100,2813,5655
1758101997.5859232,100,2813,5652
1758101997.6259232,100,2829,5683
1758101997.665923,100,2829,5668
1758101997.705923,100,2847,5646
1758101997.745923,100,2847,5612
1758101997.785923,100,2847,5618
1758101997.8259232,100,2863,5610
1758101997.8659232,100,2863,5615
1758101997.9059231,100,2878,5620
1758101997.945923,100,2878,5634
1758101997.985923,100,2878,5638
1758101998.025923,100,2895,5639
1758101998.0659232,100,2895,5645
1758101998.1059232,100,2912,5624
1758101998.1459231,100,2912,5619
1758101998.185923,100,2912,5608
1758101998.225923,100,2928,5599
1758101998.265923,100,2928,5611
1758101998.3059232,100,2946,5608
1758101998.3459232,100,2946,5610
1758101998.3859231,100,2946,5622
1758101998.425923,100,2962,5641
1758101998.465923,100,2962,5644
1758101998.505923,100,2962,5625
1758101998.5459232,100,2979,5601
1758101998.5859232,100,2979,5595
1758101998.6259232,100,2995,5593
1758101998.665923,100,2995,5608
1758101998.705923,100,2995,5622
1758101998.745923,100,3013,5626
1758101998.785923,100,3013,5638
1758101998.8259232,100,3029,5647
1758101998.8659232,100,3029,5655
1758101998.9059231,100,3029,5647
1758101998.945923,100,3046,5643
1758101998.985923,100,3046,5634
1758101999.025923,100,3063,5617
1758101999.0659232,100,3063,5637
1758101999.1059232,100,3063,5643
1758101999.1459231,100,3079,5649
1758101999.185923,100,3079,5666
1758101999.225923,100,3094,5672
1758101999.265923,100,3094,5686
1758101999.3059232,100,3094,5704
1758101999.3459232,100,3114,5689
1758101999.3859231,100,3114,5669
1758101999.425923,100,3130,5657
1758101999.465923,100,3130,5650
1758101999.505923,100,3130,5656
1758101999.5459232,100,3147,5680
1758101999.5859232,100,3147,5679
1758101999.6259232,100,3162,5692
1758101999.665923,100,3162,5694
1758101999.705923,100,3162,5710
1758101999.745923,100,3179,5713
1758101999.785923,100,3179,5700
1758101999.8259232,100,3179,5688
1758101999.8659232,100,3195,5670
1758101999.9059231,100,3195,5665
1758101999.945923,100,3212,5682
1758101999.985923,100,3212,5691
1758102000.025923,100,3212,5695
1758102000.0659232,100,3227,5687
1758102000.1059232,100,3227,5695
1758102000.1459231,100,3244,5705
1758102000.185923,100,3244,5704
1758102000.225923,100,3244,5680
1758102000.265923,100,3260,5640
1758102000.3059232,100,3260,5619
1758102000.3459232,100,3278,5604
1758102000.3859231,100,3278,5598
1758102000.425923,100,3278,5593
1758102000.465923,100,3292,5601
1758102000.505923,100,3292,5603
1758102000.5459232,100,3309,5622
1758102000.5859232,100,3309,5627
1758102000.6259232,100,3309,5619
1758102000.665923,100,3326,5606
1758102000.705923,100,3326,5605
1758102000.745923,100,3343,5610
1758102000.785923,100,3343,5617
1758102000.8259232,100,3343,5644
1758102000.8659232,100,3357,5634
1758102000.9059231,100,3357,5644
1758102000.945923,100,3374,5651
1758102000.985923,100,3374,5667
1758102001.025923,100,3374,5677
1758102001.0659232,100,3391,5687
1758102001.1059232,100,3391,5687
1758102001.1459231,100,3391,5678
1758102001.185923,100,3408,5677
1758102001.225923,100,3408,5682
1758102001.265923,100,3425,5701
1758102001.3059232,100,3425,5702
1758102001.3459232,100,3425,5702
1758102001.3859231,100,3442,5714
1758102001.425923,100,3442,5732
1758102001.465923,100,3458,5754
1758102001.505923,100,3458,5755
1758102001.5459232,100,3458,5760
1758102001.5859232,100,3475,5740
1758102001.6259232,100,3475,5744
